VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,Mmis Obj Code,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,Requisitioner,Buyer
MEDLINE INDUSTRIES INC,2022,"NURSING 10B M-S, 1301",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/26/2022 0:00,1314152-16747,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 10B M-S,1301,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,20,20,20,1,20,65.4,65.4,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16357,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,21,21,21,1,21,68.67,68.67,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 14A M-S, 1241",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/15/2022 0:00,1314152-15583,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 14A M-S,1241,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,21,21,21,1,21,68.67,68.67,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PACU, 2621",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/19/2022 0:00,1314152-15950,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PACU,2621,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,23,23,23,1,23,75.21,75.21,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/16/2022 0:00,1314152-15637,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,23,23,23,1,23,75.21,75.21,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PACU, 2621",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16392,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PACU,2621,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,23,23,23,1,23,75.21,75.21,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16461,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,26,26,26,1,26,85.02,85.02,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 10A M-S, 1221",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,10/1/2022 0:00,1314152-17411,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING 10A M-S,1221,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,37,37,37,1,37,135.79,135.79,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8A SOUTH NEUROSURGICAL, 2331",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/3/2022 0:00,1314152-14253,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8A SOUTH NEUROSURGICAL,2331,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,40,40,40,1,40,130.8,130.8,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"LABOR AND DELIVERY, 1901",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16424,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,LABOR AND DELIVERY,1901,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,40,40,40,1,40,130.8,130.8,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"LABOR AND DELIVERY, 1901",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/19/2022 0:00,1314152-15885,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,LABOR AND DELIVERY,1901,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,60,60,60,1,60,196.2,196.2,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2301",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/13/2022 0:00,1314152-15164,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING INTENSIVE CARE UNIT,2301,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING PEDIATRIC 3 ICU, 2401",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16365,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING PEDIATRIC 3 ICU,2401,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,24,48,156.82,156.82,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2301",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/3/2022 0:00,1314152-14233,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING INTENSIVE CARE UNIT,2301,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,24,48,156.82,156.82,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"ANESTHESIOLOGY, 4280",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16225,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,ANESTHESIOLOGY,4280,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,3,3,3,24,72,235.23,235.23,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING SURGICAL STEPDOWN UNIT, 1514",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16159,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING SURGICAL STEPDOWN UNIT,1514,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,5,5,5,1,5,16.35,16.35,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,10/7/2022 0:00,1314152-18164,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,22.0224,22.0224,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14611,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,19.62,19.62,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,10/4/2022 0:00,1314152-17762,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,22.02,22.02,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16382,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8 SILVER PLANETREE M-S, 1294",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/3/2022 0:00,1314152-14256,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8 SILVER PLANETREE M-S,1294,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8 SILVER PLANETREE M-S, 1294",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,10/6/2022 0:00,1314152-17925,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8 SILVER PLANETREE M-S,1294,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,44.0448,44.0448,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/28/2022 0:00,1314152-17097,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 7 SILVER ORTHOPEDICS, 1344",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/27/2022 0:00,1314152-16814,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 7 SILVER ORTHOPEDICS,1344,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9 SILVER M-S, 1264",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/27/2022 0:00,1314152-16804,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9 SILVER M-S,1264,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8 SILVER PLANETREE M-S, 1294",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/14/2022 0:00,1314152-15318,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8 SILVER PLANETREE M-S,1294,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9 SILVER M-S, 1264",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,10/8/2022 0:00,1314152-18182,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9 SILVER M-S,1264,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,88.0896,88.0896,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 10 SILVER SURGICAL, 1314",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,10/3/2022 0:00,1314152-17463,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 10 SILVER SURGICAL,1314,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,176.16,176.16,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2304",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/27/2022 0:00,1314152-16847,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING INTENSIVE CARE UNIT,2304,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING RAPID EVALUATION TREATMENT UNIT, 1304",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/19/2022 0:00,1314152-15838,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING RAPID EVALUATION TREATMENT UNIT,1304,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 10 SILVER SURGICAL, 1314",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14472,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 10 SILVER SURGICAL,1314,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING RAPID EVALUATION TREATMENT UNIT, 1304",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/26/2022 0:00,1314152-16679,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING RAPID EVALUATION TREATMENT UNIT,1304,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING RAPID EVALUATION TREATMENT UNIT, 1304",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/29/2022 0:00,1314152-17131,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING RAPID EVALUATION TREATMENT UNIT,1304,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING RAPID EVALUATION TREATMENT UNIT, 1304",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/10/2022 0:00,1314152-14986,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING RAPID EVALUATION TREATMENT UNIT,1304,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/25/2022 0:00,1314152-16634,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CARDIAC CATHERIZATION, 4058",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/28/2022 0:00,1314152-17000,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,CARDIAC CATHERIZATION,4058,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"RABELO, JOSE",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CARDIAC CATHERIZATION, 4058",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/26/2022 0:00,1314152-16759,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,CARDIAC CATHERIZATION,4058,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"RABELO, JOSE",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"CHEMOTHERAPY SUITE, 5518",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,2/13/2023 0:00,1314152-33473,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,CHEMOTHERAPY SUITE,5518,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,24,48,176.18,176.18,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,11/23/2022 0:00,1314152-23803,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,3,3,3,24,72,264.27,264.27,"MCCALLA, RACQUEL",BUYER   CONVERSION
