VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,Mmis Obj Code,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,Requisitioner,Buyer
MEDLINE INDUSTRIES INC,2022,"CHEMOTHERAPY SUITE, 5518",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,11/16/2022 0:00,1314152-22877,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,CHEMOTHERAPY SUITE,5518,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,3,3,3,24,72,264.27,264.27,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16249,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,4,4,4,24,96,313.64,313.64,"MCCALLA, RACQUEL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHILLIPS AMB SURG-PRESURG TEST, 2652",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,11/28/2022 0:00,1314152-24084,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHILLIPS AMB SURG-PRESURG TEST,2652,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,5,5,5,1,5,18.352,18.352,"TORRES, SANTIAGO J",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"PHILLIPS AMBULATORY SURGERY PACU, 2623",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,10/13/2023 0:00,1314152-64942,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,PHILLIPS AMBULATORY SURGERY PACU,2623,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,22.02,22.02,"DELGADO, YUBERKY",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING CLARK 5 M-S, 1331",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/12/2022 0:00,1314152-15003,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING CLARK 5 M-S,1331,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,1,10,32.7,32.7,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 6E CCU CSICU, 1501",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/2/2022 0:00,1314152-14174,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 6E CCU CSICU,1501,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 4W M S, 1361",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/2/2022 0:00,1314152-14149,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 4W M S,1361,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 6E CCU CSICU, 1501",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14534,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 6E CCU CSICU,1501,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING STUY 6 REHAB, 1711",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14457,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING STUY 6 REHAB,1711,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 6E CCU CSICU, 1501",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/9/2022 0:00,1314152-14857,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 6E CCU CSICU,1501,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9W M S, 1351",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/10/2022 0:00,1314152-14970,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9W M S,1351,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 6W M S, 1601",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/8/2022 0:00,1314152-14711,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING 6W M S,1601,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,15,15,15,1,15,49.05,49.05,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 7W M S, 1341",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/8/2022 0:00,1314152-14686,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 7W M S,1341,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,15,15,15,1,15,49.05,49.05,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"GI UNIT, 4510",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/13/2022 0:00,1314152-15238,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,GI UNIT,4510,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,15,15,15,1,15,49.05,49.05,"TORRES, ERIKA E",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PACU, 2621",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16508,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PACU,2621,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,19,19,19,1,19,62.13,62.13,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"HEMATOLOGY ONCOLOGY, 5513",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/9/2022 0:00,1314152-14832,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,HEMATOLOGY ONCOLOGY,5513,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"HEMATOLOGY ONCOLOGY, 5513",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/16/2022 0:00,1314152-15682,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,HEMATOLOGY ONCOLOGY,5513,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 6E CCU CSICU, 1501",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/14/2022 0:00,1314152-15362,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 6E CCU CSICU,1501,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9E TELEMETRY, 1611",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16190,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9E TELEMETRY,1611,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,30,30,30,1,30,98.1,98.1,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"GI UNIT, 4510",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14518,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,GI UNIT,4510,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,30,30,30,1,30,98.1,98.1,"ROBINSON, EUGENE",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 7B MICU SICU STPDWN, 2311",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/24/2022 0:00,1314152-16581,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 7B MICU SICU STPDWN,2311,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,42,42,42,1,42,137.34,137.34,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"ANESTHESIOLOGY, 4280",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/12/2022 0:00,1314152-15036,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,ANESTHESIOLOGY,4280,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,72,72,72,1,72,235.44,235.44,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT ADMINISTRATION, 8805",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16430,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT ADMINISTRATION,8805,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"ARRHYTHMIA INSTITUTE, 4071",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/19/2022 0:00,1314152-15896,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,ARRHYTHMIA INSTITUTE,4071,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"LINTON, KAREN L",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"ARRHYTHMIA INSTITUTE, 4071",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/8/2022 0:00,1314152-14730,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,ARRHYTHMIA INSTITUTE,4071,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,24,48,156.82,156.82,"ROSARIO, LEYDI LAURA",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2024,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B. BRAUN MEDICAL,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B. BRAUN MEDICAL,4/1/2024 0:00,1314152-85437,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,0,1,10,1,1,0.01,0.01,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/17/2022 0:00,1314152-19100,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,13,13,13,1,13,47.7152,47.7152,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/17/2022 0:00,1314152-19238,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,58.7264,58.7264,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 3 NORTH M-S, 1237",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/11/2022 0:00,1314152-18446,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 3 NORTH M-S,1237,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,20,20,20,1,20,73.408,73.408,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/16/2022 0:00,1314152-15623,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,50,50,50,1,50,163.5,163.5,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B. BRAUN MEDICAL,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B. BRAUN MEDICAL,9/20/2023 0:00,1314152-61750,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,4,4,4,24,96,352.32,352.32,"GANGADYAL, CHATRADYAL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2024,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B. BRAUN MEDICAL,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B. BRAUN MEDICAL,2/7/2024 0:00,1314152-78863,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,5,5,5,24,120,440.448,440.448,"GANGADYAL, CHATRADYAL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/26/2022 0:00,1314152-16674,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,5,5,5,24,120,392.05,392.05,"GANGADYAL, CHATRADYAL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/6/2022 0:00,1314152-17936,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,7,7,7,24,168,616.63,616.63,"GANGADYAL, CHATRADYAL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"NURSING 2 NORTH M-S, 2117",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/6/2023 0:00,1314152-60058,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING 2 NORTH M-S,2117,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,58.72,58.72,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,12/21/2022 0:00,1314152-27068,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,58.7264,58.7264,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,11/10/2022 0:00,1314152-22202,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,17,17,17,1,17,62.3968,62.3968,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 14B M-S, 1251",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16437,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 14B M-S,1251,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,19.62,19.62,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8B M-S, 2321",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/3/2022 0:00,1314152-14241,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8B M-S,2321,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,9,9,9,1,9,29.43,29.43,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
