VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_PROCESSING_TYPE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
ZIMMER US INC,2023,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER US INC,7/31/2023 12:00:00 AM,M1992035,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN110031012110031012,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OR ORTHOPEDICS GP 3C,01040784,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN,4229,110031012,1,,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,M 0784 SURGEX OR ORTHO GP3 - 382,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,010407844229,False,MSHS-JOINT-ZIMMER,Yes,Yes,,563144,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,4229, IMPLANTS,7/31/2023 12:00:00 AM,CLOSED,30,950,CLOSED,EACH,7/31/2023 12:00:00 AM,NF,NF,7/31/2023 12:00:00 AM,SEH08MRBZKHYF1Y66D0W3A,SURGERY EXCHANGE REQ INTERFACE,,,M 0784 SURGEX OR ORTHO GP3 - 382,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER US INC,2/16/2024 12:00:00 AM,1434610,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,402-407-11-12200-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,KH 2634 4709,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI BROOKLYN,4709-900152-07-2634-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,2/16/2024 12:00:00 AM,CLOSED,4-1-1,950,APPROVED,EACH,2/16/2024 12:00:00 AM,NF,NF,2/16/2024 12:00:00 AM,3318371,"STEVENSON, OLETA",,,KH KINGS HIGHWAY,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER BIOMET,2024,"NF, NF",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER BIOMET,7/11/2024 12:00:00 AM,M2122646,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031013,NF,NF,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,1,1,1,1,1,1,950,950,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER BIOMET",SYSTEM CREATED,13200 SURGEX OR ORTHO GP3 - 382,"NF, NF",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8391350,ZIMMER BIOMET,ZIMMER BIOMET,1/EA,1,No, ,NO,903030, IMPLANTS,7/11/2024 12:00:00 AM,CLOSED,16,950,CLOSED FOR RECEIVING,EACH,7/11/2024 12:00:00 AM,TOUCHLESS PO,NF,7/11/2024 12:00:00 AM,SEN308KTP7JYP68FZZKG69,SURGERY EXCHANGE REQ INTERFACE,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER BIOMET,ZIMMER US INC
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,CONTRIBUTIONS-CONTRIBUTIONS,True,True,CLOSED,703801,"703801, CONTRIBUTIONS-CONTRIBUTIONS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,12/28/2024 12:00:00 AM,B1008699,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,CONTRIBUTIONS-CONTRIBUTIONS,110031012,OPERATING ROOM SUITE,12200,CONTRIBUTIONS-CONTRIBUTIONS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,703801,110031012,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"CONTRIBUTIONS-CONTRIBUTIONS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-71-12200-703801-BS122000001-741-7112-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,703801, CONTRIBUTIONS-CONTRIBUTIONS,12/28/2024 12:00:00 AM,CLOSED FOR RECEIVING,6-1-1,950,CLOSED FOR RECEIVING,EACH,12/28/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER BIOMET,1/31/2025 12:00:00 AM,M3051091,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,1,1,1,1,1,950,950,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,1/31/2025 12:00:00 AM,CLOSED,1-1-1,950,CLOSED,EACH,1/31/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER BIOMET,1/25/2025 12:00:00 AM,M3047512,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,1,1,1,1,1,950,950,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,1/25/2025 12:00:00 AM,CLOSED,2-1-1,950,CLOSED,EACH,1/25/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
ZIMMER US INC,2023,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER US INC,10/31/2023 12:00:00 AM,M2027011,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN110031012110031012,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OR ORTHOPEDICS GP 3C,01040784,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN,4229,110031012,1,,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,M 0784 SURGEX OR ORTHO GP3 - 382,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,010407844229,False,MSHS-JOINT-ZIMMER,Yes,Yes,,563144,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,4229, IMPLANTS,10/31/2023 12:00:00 AM,CLOSED,51,950,CLOSED,EACH,10/31/2023 12:00:00 AM,NF,NF,10/31/2023 12:00:00 AM,SE083N0P01FKJ5UPHTN7U3,SURGERY EXCHANGE REQ INTERFACE,,,M 0784 SURGEX OR ORTHO GP3 - 382,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,7/11/2025 12:00:00 AM,B1028496,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,402-407-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,7/11/2025 12:00:00 AM,CLOSED,4-1-1,950,CLOSED,EACH,7/11/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,6/17/2025 12:00:00 AM,B1026455,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,6/17/2025 12:00:00 AM,CLOSED,4-1-1,950,CLOSED,EACH,6/17/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER BIOMET,9/23/2025 12:00:00 AM,M3058461,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,0,1,1,1,1,1,0,0,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,2/15/2025 12:00:00 AM,CLOSED FOR RECEIVING,3-1-1,950,CLOSED FOR RECEIVING,EACH,9/23/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,CONTRIBUTIONS-CONTRIBUTIONS,True,True,CLOSED,703801,"703801, CONTRIBUTIONS-CONTRIBUTIONS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,12/28/2024 12:00:00 AM,B1008698,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,CONTRIBUTIONS-CONTRIBUTIONS,110031012,OPERATING ROOM SUITE,12200,CONTRIBUTIONS-CONTRIBUTIONS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,703801,110031012,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"CONTRIBUTIONS-CONTRIBUTIONS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-71-12200-703801-BS122000001-741-7112-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,703801, CONTRIBUTIONS-CONTRIBUTIONS,12/28/2024 12:00:00 AM,CLOSED FOR RECEIVING,4-1-1,950,CLOSED FOR RECEIVING,EACH,12/28/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,9/19/2024 12:00:00 AM,1471717,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER BIOMET",BUYER CREATED,3201 KINGS HGWY 3 FL NEW BULIDING OR STE 3 FLOOR NEW BULIDIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,CHP,MOUNT SINAI BROOKLYN,402-407-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,EA1,1,No, ,NO,903030, IMPLANTS,9/19/2024 12:00:00 AM,CLOSED FOR INVOICING,2-1-1,950,CLOSED FOR INVOICING,EACH,9/19/2024 12:00:00 AM,TOUCHLESS PO,NF,9/19/2024 12:00:00 AM,3395165,"STEVENSON, OLETA",,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2023,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER US INC,5/31/2023 12:00:00 AM,M1969853,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN110031012110031012,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN,903030,110031012,1,0,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,INACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8392462,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,903030, IMPLANTS,5/31/2023 12:00:00 AM,CLOSED,52,950,CLOSED,EACH,5/31/2023 12:00:00 AM,TOUCHLESS PO,NF,5/31/2023 12:00:00 AM,SECD5JCBH07M0TKPZM3BJB,SURGERY EXCHANGE REQ INTERFACE,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,CONTRIBUTIONS-CONTRIBUTIONS,True,True,CLOSED,703801,"703801, CONTRIBUTIONS-CONTRIBUTIONS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,10/9/2024 12:00:00 AM,B1000222,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,CONTRIBUTIONS-CONTRIBUTIONS,110031012,OPERATING ROOM SUITE,12200,CONTRIBUTIONS-CONTRIBUTIONS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,703801,110031012,2,1,2,1,1,1,2,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"CONTRIBUTIONS-CONTRIBUTIONS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-71-12200-703801-BS122000001-741-7112-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,703801, CONTRIBUTIONS-CONTRIBUTIONS,10/9/2024 12:00:00 AM,CLOSED FOR RECEIVING,4-1-1,950,CLOSED FOR RECEIVING,EACH,10/9/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,1900,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
ZIMMER US INC,2023,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER US INC,10/31/2023 12:00:00 AM,M2027012,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031013,OR ORTHOPEDICS GP 3C,01040784,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,4229,110031013,1,,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,M 0784 SURGEX OR ORTHO GP3 - 382,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,010407844229,False,MSHS-JOINT-ZIMMER,Yes,Yes,,560925,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,4229, IMPLANTS,10/31/2023 12:00:00 AM,CLOSED,56,950,CLOSED,EACH,10/31/2023 12:00:00 AM,NF,NF,10/31/2023 12:00:00 AM,SER7RFNGJMCD8TJZ1Z098M,SURGERY EXCHANGE REQ INTERFACE,,,M 0784 SURGEX OR ORTHO GP3 - 382,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,8/12/2025 12:00:00 AM,B1031611,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,MATOS LEONILDA,MATOS LEONILDA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,8/12/2025 12:00:00 AM,CLOSED,5-1-1,950,CLOSED,EACH,8/12/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
