Facility Dept,Year of Po Date,VendName,Dept Desc_Num   ,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,Has Contract Old,MfrCatno,MfrName,Po Date,Pono Release,PoType,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,ALIAS,And Filter,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Direct Filter,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,MnfrName,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_QTY_CALC,PunchOut Detail,Qty in EA test,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Unspsc Segment,Vend Name,VendCode
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3E-MSQ, 10406",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,4/11/2025 12:00:00 AM,M3084224,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3E-MSQ,10406,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10406 NSG STATION 3E 25-10 30TH AVE 3FL,"NURSING STATION 3E-MSQ, 10406",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10406-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,4/11/2025 12:00:00 AM,CLOSED,1-1-1,23.2199,CLOSED,EACH,4/11/2025 12:00:00 AM,2,NF,,4/11/2025 12:00:00 AM,Q7535,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3E-MSQ, 10406",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,3/20/2025 12:00:00 AM,M3071853,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3E-MSQ,10406,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10406 NSG STATION 3E 25-10 30TH AVE 3FL,"NURSING STATION 3E-MSQ, 10406",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10406-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,3/17/2025 12:00:00 AM,CLOSED,20-1-1,23.2199,CLOSED,EACH,3/20/2025 12:00:00 AM,2,NF,,3/17/2025 12:00:00 AM,Q6488,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 2-MSQ, 10405",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,5/5/2025 12:00:00 AM,M3094635,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 2-MSQ,10405,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10405 NSG STATION 2 25-10 30TH AVE 2FL,"NURSING STATION 2-MSQ, 10405",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10405-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,5/5/2025 12:00:00 AM,CLOSED,4-1-1,23.2199,CLOSED,EACH,5/5/2025 12:00:00 AM,2,NF,,5/5/2025 12:00:00 AM,Q8504,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 2-MSQ, 10405",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/3/2025 12:00:00 AM,M3051530,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 2-MSQ,10405,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,43.88,43.88,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10405 NSG STATION 2 25-10 30TH AVE 2FL,"NURSING STATION 2-MSQ, 10405",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,43.88,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10405-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,43.88,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/3/2025 12:00:00 AM,CLOSED,11-1-1,21.94,CLOSED,EACH,2/3/2025 12:00:00 AM,2,NF,,2/3/2025 12:00:00 AM,Q4832,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,43.88,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING EMERGENCY SERVICES, 12001",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,6/21/2025 12:00:00 AM,M3115558,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING EMERGENCY SERVICES,12001,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,1,1,1,10,10,232.2,232.2,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,12001 GPMC NM-220 ED CLN UTILITY 0785,"NURSING EMERGENCY SERVICES, 12001",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,232.2,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-12001-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,232.2,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/21/2025 12:00:00 AM,CLOSED,68-1-1,232.2,CLOSED FOR RECEIVING,CASE,6/21/2025 12:00:00 AM,1,NF,10,6/21/2025 12:00:00 AM,M62300,PELLOT VANESSA,,,MOUNT SINAI HOSPITAL - RECVG MAIN,232.2,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3E-MSQ, 10406",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/27/2025 12:00:00 AM,M3118433,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3E-MSQ,10406,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10406 NSG STATION 3E 25-10 30TH AVE 3FL,"NURSING STATION 3E-MSQ, 10406",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10406-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/27/2025 12:00:00 AM,CLOSED,11-1-1,23.22,OPEN,EACH,6/27/2025 12:00:00 AM,2,NF,,6/27/2025 12:00:00 AM,Q10491,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING LABOR & DELIV KP 2-MSH, 10263",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,2/5/2025 12:00:00 AM,M3053023,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING LABOR & DELIV KP 2-MSH,10263,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,5,5,5,10,50,1097,1097,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,10263 MC KP2 L&D EAST,"NURSING LABOR & DELIV KP 2-MSH, 10263",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,1097,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-10263-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,1097,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/5/2025 12:00:00 AM,CLOSED,17-1-1,219.4,CLOSED,CASE,2/5/2025 12:00:00 AM,5,NF,50,2/5/2025 12:00:00 AM,M28861,ROJAS BERNNIT,,,MOUNT SINAI HOSPITAL - RECVG MAIN,1097,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING EMERGENCY SERVICES, 12001",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,2/5/2025 12:00:00 AM,M3052856,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING EMERGENCY SERVICES,12001,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,10,10,10,,,219.4,219.4,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,12001 MED GP MC ED INTAKE,"NURSING EMERGENCY SERVICES, 12001",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,219.4,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-12001-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,219.4,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/5/2025 12:00:00 AM,CLOSED,43-1-1,21.94,CLOSED,EACH,2/5/2025 12:00:00 AM,10,NF,,2/5/2025 12:00:00 AM,M28769,PARKES KEVIN,,,MOUNT SINAI HOSPITAL - RECVG MAIN,219.4,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI MORNINGSIDE,2025,CR BARD INC,"OUTPATIENT CLINIC, 13608",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI MORNINGSIDE,Yes,Yes,A303316A,BD,5/23/2025 12:00:00 AM,W1061589,GOODS,TRAY CATH FOLEY STABILIZATION SURESTEP LATEX 16FRA303316AA303316A,ORAPOS,UROLOGY,A303316A,OUTPATIENT CLINIC,13608,UROLOGY,PP-NS-2059,MSHS-BARD-UROLOGY-DIRECT-NC,TRAY CATH FOLEY STABILIZATION SURESTEP LATEX 16FR,903079,A303316A,1,1,1,10,10,225.84,225.84,NF,True,NF,FORERO PAULO,FORERO PAULO,"UROLOGY 
 
BD",Y,440 W 114TH ST 2ND FL STE 250 2ND FLOOR SUITE 250,"OUTPATIENT CLINIC, 13608",True,MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,225.836,MOUNT SINAI MORNINGSIDE,MOUNT SINAI MORNINGSIDE,302-302-11-13608-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,225.84,1936297,BD,BD,NF,10,BD,No, ,NO,903079, UROLOGY,5/23/2025 12:00:00 AM,CLOSED,1-1-1,225.836,CLOSED,CASE,5/23/2025 12:00:00 AM,1,NF,10,5/23/2025 12:00:00 AM,L22283,STEPHEN SHERRY,,,MOUNT SINAI MORNINGSIDE - RECVG MAIN,225.836,NF,NF,NF,UROLOGY,CR BARD INC,336358
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3E-MSQ, 10406",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,4/21/2025 12:00:00 AM,M3088096,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3E-MSQ,10406,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10406 NSG STATION 3E 25-10 30TH AVE 3FL,"NURSING STATION 3E-MSQ, 10406",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10406-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,4/21/2025 12:00:00 AM,CLOSED,16-1-1,23.2199,CLOSED,EACH,4/21/2025 12:00:00 AM,2,NF,,4/21/2025 12:00:00 AM,Q7909,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING EMERGENCY SERVICES, 12001",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,3/29/2025 12:00:00 AM,M3077897,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING EMERGENCY SERVICES,12001,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,5,5,5,,,116.1,116.1,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,12001 MED GP MC ED INTAKE,"NURSING EMERGENCY SERVICES, 12001",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,116.0995,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-12001-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,116.1,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,3/28/2025 12:00:00 AM,CLOSED,18-1-1,23.2199,CLOSED FOR RECEIVING,EACH,3/29/2025 12:00:00 AM,5,NF,,3/28/2025 12:00:00 AM,M42141,PAGAN CHANTELL,,,MOUNT SINAI HOSPITAL - RECVG MAIN,116.0995,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 6-TELEM-MSQ, 10411",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,4/30/2025 12:00:00 AM,M3092099,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 6-TELEM-MSQ,10411,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10411 NSG STATION 6TEL 25-10 30TH AVE 6,"NURSING STATION 6-TELEM-MSQ, 10411",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10411-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,4/29/2025 12:00:00 AM,CLOSED,33-1-1,23.2199,OPEN,EACH,4/30/2025 12:00:00 AM,2,NF,,4/29/2025 12:00:00 AM,Q8214,CASTILLO DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 4W-MSQ, 10409",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,5/17/2025 12:00:00 AM,M3100250,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 4W-MSQ,10409,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10409 NSG STATION 4W 25-10 30TH AVE 4FL,"NURSING STATION 4W-MSQ, 10409",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10409-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,5/16/2025 12:00:00 AM,CLOSED,22-1-1,23.2199,OPEN,EACH,5/17/2025 12:00:00 AM,2,NF,,5/16/2025 12:00:00 AM,Q8972,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"EMERGENCY DEPARTMENT, 14100",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/26/2025 12:00:00 AM,M3117898,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,EMERGENCY DEPARTMENT,14100,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,16,16,16,,,371.52,371.52,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,14100 ED A1-218 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,371.52,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-14100-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,371.52,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/26/2025 12:00:00 AM,CLOSED,39-1-1,23.22,OPEN,EACH,6/26/2025 12:00:00 AM,16,NF,,6/26/2025 12:00:00 AM,Q10436,AQUINO CLAIRE,,,MOUNT SINAI QUEENS - RECVG MAIN,371.52,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"BALANCE SHEET, 00000",CLOSED,119013,"119013, CENTRAL SERVICES",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,3/7/2025 12:00:00 AM,M3067645,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,CENTRAL SERVICES,BRDA303414A,BALANCE SHEET,00000,CENTRAL SERVICES,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,119013,A303414A,2,2,2,10,20,464.4,464.4,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"CENTRAL SERVICES 
 
BD",Y,Q STOREROOM,"BALANCE SHEET, 00000",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,464.398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-000-11-00000-119013-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,464.4,8027729,BD,BD,NF,1,BD,No, ,NO,119013, CENTRAL SERVICES,3/6/2025 12:00:00 AM,CLOSED,11-1-1,232.199,CLOSED FOR RECEIVING,CASE,3/7/2025 12:00:00 AM,2,NF,20,3/6/2025 12:00:00 AM,Q6085,MENA VICTOR,,,Q STOREROOM,464.398,NF,NF,NF,CENTRAL SERVICES,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"EMERGENCY DEPARTMENT, 14100",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,3/21/2025 12:00:00 AM,M3074805,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,EMERGENCY DEPARTMENT,14100,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,16,16,16,,,371.52,371.52,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,14100 ED A1-218 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,371.5184,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-14100-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,371.52,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,3/21/2025 12:00:00 AM,CLOSED,55-1-1,23.2199,CLOSED FOR RECEIVING,EACH,3/21/2025 12:00:00 AM,16,NF,,3/21/2025 12:00:00 AM,Q6715,DIAZ DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,371.5184,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
